CaseID,CompleteTimestamp,Vessel,ActivityID,lifecycle:transition,event_id
21F03001E,2021-06-05 11:22:08.537,R501,Pump adjustment,complete,5
21F03001E,2021-06-05 11:28:07.916,R501,Pump stop,complete,6
21F03001E,2021-06-05 13:53:35.742,R501,Pump adjustment,complete,7
21F03001E,2021-06-05 13:59:31.486,R501,Pump adjustment,complete,8
21F03001E,2021-06-05 13:59:40.687,R501,Pump start,complete,9
21F03001E,2021-06-05 14:01:45.966,R501,Pump adjustment,complete,10
21F03001E,2021-06-05 14:06:15.234,R501,Pump stop,complete,11
21F03001E,2021-06-05 14:06:43.642,R501,Pump adjustment,complete,12
21F03001E,2021-06-05 14:07:06.543,R501,Pump adjustment,complete,13
21F03001E,2021-06-05 14:07:54.202,R501,Pump adjustment,complete,14
21F03001E,2021-06-05 14:07:58.854,R501,Pump adjustment,complete,15
21F03001E,2021-06-05 14:08:28.353,R501,Pump adjustment,complete,16
21F03001E,2021-06-05 14:08:32.406,R501,Pump start,complete,17
21F03001E,2021-06-05 14:08:41.263,R501,Pump adjustment,complete,18
21F03001E,2021-06-05 14:10:32.592,R501,Pump stop,complete,19
21F03001E,2021-06-05 14:11:45.770,R501,Pump adjustment,complete,20
21F03001E,2021-06-05 14:12:09.566,R501,Pump start,complete,21
21F03001E,2021-06-05 14:12:15.707,R501,Pump adjustment,complete,22
21F03001E,2021-06-05 14:12:57.806,R501,Pump adjustment,complete,23
21F03001E,2021-06-05 14:13:09.716,R501,Pump adjustment,complete,24
21F03001E,2021-06-05 14:16:05.340,R501,Pump adjustment,complete,25
21E26001E,2021-06-05 14:37:12.447,R601,Agitator stop,complete,20
21E26001E,2021-06-05 14:37:32.000,R601,Agitation,complete,21
21F03001E,2021-06-05 16:23:14.109,R501,Pump adjustment,complete,26
21E31001E,2021-06-06 06:17:49.321,R602,Agitator stop,complete,36
21F03001E,2021-06-06 06:18:35.528,R501,Pump stop,complete,27
21F03001E,2021-06-06 06:20:29.594,R501,Pump adjustment,complete,28
21F03001E,2021-06-06 06:20:39.448,R501,Pump start,complete,29
21F03001E,2021-06-06 06:20:56.305,R501,Pump adjustment,complete,30
21E31001E,2021-06-06 06:35:52.153,R602,Agitator start,complete,37
21F03001E,2021-06-06 06:36:52.961,R501,Pump stop,complete,31
21E26001E,2021-06-06 06:48:41.000,R601,Bottling,start,22
21E26001E,2021-06-06 07:28:36.000,R601,Circulation,complete,23
21E26001E,2021-06-06 13:21:27.568,R601,Pump stop,complete,24
21E26001E,2021-06-06 13:29:03.000,R601,Bottling,complete,25
21E26001E,2021-06-06 13:29:50.000,R601,Line Loss Collection,start,26
21E26001E,2021-06-06 13:30:37.223,R601,Pump adjustment,complete,27
21E26001E,2021-06-06 13:32:14.735,R601,Pump stop,complete,28
21E26001E,2021-06-06 13:34:31.599,R601,Pump adjustment,complete,29
21E26001E,2021-06-06 13:35:09.188,R601,Pump adjustment,complete,30
21E26001E,2021-06-06 13:48:46.798,R601,Pump stop,complete,31
21F03001E,2021-06-06 13:55:37.291,R501,Pump adjustment,complete,32
21E26001E,2021-06-06 14:17:42.000,R601,Line Loss Collection,complete,32
21F03001E,2021-06-06 14:20:38.715,R501,Pump stop,complete,33
21E26001E,2021-06-06 16:08:05.000,R601,Postwash,start,33
21E26001E,2021-06-06 16:15:51.456,R601,Pump adjustment,complete,34
21E26001E,2021-06-06 16:23:15.561,R601,Pump adjustment,complete,35
21E26001E,2021-06-06 16:23:48.017,R601,Pump start,complete,36
21E26001E,2021-06-06 16:27:14.635,R601,Pump adjustment,complete,37
21E26001E,2021-06-06 16:27:31.291,R601,Pump adjustment,complete,38
21E26001E,2021-06-06 16:28:03.294,R601,Pump adjustment,complete,39
21F03001E,2021-06-06 20:23:59.000,R501,Circulation Prewet,complete,34
21E31001E,2021-06-06 20:24:58.231,R602,Agitator stop,complete,38
21E31001E,2021-06-06 20:25:03.000,R602,Agitation,complete,39
21E31001E,2021-06-07 05:04:29.000,R602,Bottling,start,40
21E31001E,2021-06-07 05:38:05.000,R602,Circulation,complete,41
21E26001E,2021-06-07 07:42:04.597,R601,Pump stop,complete,40
21F03001E,2021-06-07 07:50:27.000,R501,Charging,start,35
21E26001E,2021-06-07 07:54:19.758,R601,Pump adjustment,complete,41
21E26001E,2021-06-07 08:07:23.247,R601,Pump stop,complete,42
21E26001E,2021-06-07 08:25:20.171,R601,Pump adjustment,complete,43
21E26001E,2021-06-07 08:48:34.080,R601,Pump stop,complete,44
21E26001E,2021-06-07 08:50:11.851,R601,Pump adjustment,complete,45
21E26001E,2021-06-07 08:50:20.735,R601,Pump start,complete,46
21E26001E,2021-06-07 08:52:20.365,R601,Pump adjustment,complete,47
21E26001E,2021-06-07 08:52:35.512,R601,Pump adjustment,complete,48
21F03001E,2021-06-07 09:23:15.331,R501,Agitator start,complete,36
21F03001E,2021-06-07 09:24:10.000,R501,Charging,complete,37
21F03001E,2021-06-07 09:29:01.000,R501,Agitation,start,38
21F03001E,2021-06-07 10:39:52.756,R501,Pump adjustment,complete,39
21F03001E,2021-06-07 10:40:01.163,R501,Pump adjustment,complete,40
21F03001E,2021-06-07 10:49:47.182,R501,Pump stop,complete,41
21F03001E,2021-06-07 11:00:14.000,R501,Circulation,start,42
21E26001E,2021-06-07 13:06:54.000,R601,Postwash,complete,49
21F03001E,2021-06-07 14:33:48.000,R501,Agitation,complete,43
21E31001E,2021-06-07 20:20:45.000,R602,Bottling,complete,42
21E31001E,2021-06-07 20:21:20.000,R602,Line Loss Collection,start,43
21E31001E,2021-06-07 20:54:32.000,R602,Line Loss Collection,complete,44
21E24001E,2021-06-08 06:24:54.000,R601,Filters,start,0
21E24001E,2021-06-08 07:03:57.000,R601,Filters,complete,1
21E24001E,2021-06-08 07:07:33.000,R601,1Pass_Prewet,start,2
21E24001E,2021-06-08 07:46:53.000,R601,1Pass_Prewet,complete,3
21E24001E,2021-06-08 11:10:56.000,R601,Circulation Prewet,start,4
21E24001E,2021-06-08 15:30:30.000,R601,Circulation Prewet,complete,5
21F03001E,2021-06-10 06:32:02.000,R501,Bottling,start,44
21F03001E,2021-06-10 07:12:50.000,R501,Circulation,complete,45
21E24001E,2021-06-10 08:08:11.000,R601,Charging,start,6
21E24001E,2021-06-10 09:50:17.000,R601,Charging,complete,7
21E24001E,2021-06-10 09:55:32.000,R601,Agitation,start,8
21E24001E,2021-06-10 11:24:22.000,R601,Circulation,start,9
21F03001E,2021-06-10 13:05:37.000,R501,Bottling,complete,46
21F03001E,2021-06-10 13:06:09.000,R501,Line Loss Collection,start,47
21F03001E,2021-06-10 13:43:56.000,R501,Line Loss Collection,complete,48
21F03001E,2021-06-10 13:50:12.000,R501,Postwash,start,49
21E24001E,2021-06-11 06:25:15.000,R601,Adjustment Charging,start,10
21E24001E,2021-06-11 06:45:15.000,R601,Adjustment Charging,complete,11
21F03001E,2021-06-11 08:52:53.000,R501,Postwash,complete,50
21E24001E,2021-06-13 10:05:56.000,R601,Agitation,complete,12
21E24001E,2021-06-14 10:03:54.000,R601,Bottling,start,13
21E24001E,2021-06-14 10:26:56.000,R601,Circulation,complete,14
21E24001E,2021-06-14 16:10:12.000,R601,Bottling,complete,15
21E24001E,2021-06-14 16:12:00.000,R601,Line Loss Collection,start,16
21E24001E,2021-06-14 16:24:22.000,R601,Line Loss Collection,complete,17
21F11001E,2021-06-15 10:16:58.000,R602,Agitation,start,0
21F11001E,2021-06-15 11:31:32.000,R602,Circulation,start,1
21F11001E,2021-06-16 12:30:04.000,R602,Adjustment Charging,start,2
21F14001E,2021-06-16 12:33:43.000,R601,1Pass_Prewet,start,0
21F11001E,2021-06-16 12:39:55.000,R602,Adjustment Charging,complete,3
21F14001E,2021-06-16 12:43:53.000,R601,Filters,start,1
21F14001E,2021-06-16 13:11:27.000,R601,Filters,complete,2
21F11001E,2021-06-16 16:28:43.000,R602,Agitation,complete,4
21F14001E,2021-06-16 17:27:25.000,R601,1Pass_Prewet,complete,3
21F14001E,2021-06-17 06:30:43.000,R601,Circulation Prewet,start,4
21F14001E,2021-06-17 10:17:10.000,R601,Circulation Prewet,complete,5
21F11001E,2021-06-18 06:05:09.000,R602,Bottling,start,5
21F11001E,2021-06-18 06:42:03.000,R602,Circulation,complete,6
21F14001E,2021-06-18 08:15:17.000,R601,Agitation,start,6
21F14001E,2021-06-18 09:43:48.000,R601,Circulation,start,7
21F11001E,2021-06-18 17:32:37.000,R602,Bottling,complete,7
21F14001E,2021-06-18 18:18:47.000,R601,Adjustment Charging,start,8
21F14001E,2021-06-18 18:41:05.000,R601,Adjustment Charging,complete,9
21F15001E,2021-06-20 07:42:52.000,R602,Charging,start,0
21F15001E,2021-06-20 11:10:24.000,R602,Charging,complete,1
21F15001E,2021-06-20 11:16:55.000,R602,Agitation,start,2
21F15001E,2021-06-20 12:53:05.000,R602,Circulation,start,3
21F14001E,2021-06-21 08:48:37.000,R601,Agitation,complete,10
21F15001E,2021-06-21 13:04:48.000,R602,Adjustment Charging,start,4
21F15001E,2021-06-21 13:21:48.000,R602,Adjustment Charging,complete,5
21F15001E,2021-06-21 17:52:42.000,R602,Agitation,complete,6
21F14001E,2021-06-22 06:14:59.000,R601,Bottling,start,11
21F14001E,2021-06-22 07:05:12.000,R601,Circulation,complete,12
21F14001E,2021-06-22 10:35:31.000,R601,Bottling,complete,13
21F14001E,2021-06-22 10:40:05.000,R601,Line Loss Collection,start,14
21F14001E,2021-06-22 11:28:29.000,R601,Line Loss Collection,complete,15
21F15001E,2021-06-23 04:52:51.000,R602,Bottling,start,7
21F15001E,2021-06-23 05:41:47.000,R602,Circulation,complete,8
21F22001E,2021-06-23 08:36:01.000,R601,1Pass_Prewet,start,0
21F22001E,2021-06-23 09:23:31.000,R601,Filters,start,1
21F22001E,2021-06-23 09:50:41.000,R601,Filters,complete,2
21F22001E,2021-06-23 11:32:55.000,R601,1Pass_Prewet,complete,3
21F22001E,2021-06-23 11:51:27.000,R601,Circulation Prewet,start,4
21F15001E,2021-06-23 16:18:08.000,R602,Bottling,complete,9
21F22001E,2021-06-23 19:32:57.000,R601,Circulation Prewet,complete,5
21F22001E,2021-06-24 08:03:31.000,R601,Agitation,start,6
21F22001E,2021-06-24 09:44:14.000,R601,Circulation,start,7
21F21001E,2021-06-25 07:31:23.000,R602,Charging,start,0
21F21001E,2021-06-25 10:40:30.000,R602,Charging,complete,1
21F21001E,2021-06-25 10:43:55.000,R602,Agitation,start,2
21F22001E,2021-06-25 11:18:32.000,R601,Adjustment Charging,start,8
21F22001E,2021-06-25 11:35:27.000,R601,Adjustment Charging,complete,9
21F21001E,2021-06-25 12:08:08.000,R602,Circulation,start,3
21F24001E,2021-06-25 12:15:18.000,R501,Filters,start,0
21F24001E,2021-06-25 12:38:54.000,R501,1Pass_Prewet,start,1
21F24001E,2021-06-25 12:38:54.000,R501,Filters,complete,2
21F24001E,2021-06-25 16:24:59.000,R501,1Pass_Prewet,complete,3
21F24001E,2021-06-25 16:28:10.000,R501,Circulation Prewet,start,4
21F24001E,2021-06-26 07:52:06.000,R501,Circulation Prewet,complete,5
21F23001E,2021-06-26 08:02:45.000,R504,Filters,start,0
21F23001E,2021-06-26 08:22:49.000,R504,Filters,complete,1
21F23001E,2021-06-26 08:29:01.000,R504,1Pass_Prewet,start,2
21F23001E,2021-06-26 09:28:07.000,R504,1Pass_Prewet,complete,3
21F21001E,2021-06-26 11:28:54.000,R602,Adjustment Charging,start,4
21F21001E,2021-06-26 11:47:53.000,R602,Adjustment Charging,complete,5
21F23001E,2021-06-26 12:04:26.000,R504,Circulation Prewet,start,4
21F21001E,2021-06-26 16:05:02.000,R602,Agitation,complete,6
21F24001E,2021-06-27 08:04:07.000,R501,Charging,start,6
21F24001E,2021-06-27 09:45:16.000,R501,Charging,complete,7
21F24001E,2021-06-27 09:50:45.000,R501,Agitation,start,8
21F24001E,2021-06-27 11:10:36.000,R501,Circulation,start,9
21F21001E,2021-06-28 06:07:05.000,R602,Bottling,start,7
21F21001E,2021-06-28 06:40:55.000,R602,Circulation,complete,8
21F23001E,2021-06-28 08:17:06.000,R504,Circulation Prewet,complete,5
21F23001E,2021-06-28 11:19:00.000,R504,Charging,start,6
21F23001E,2021-06-28 13:06:05.000,R504,Charging,complete,7
21F23001E,2021-06-28 13:10:15.000,R504,Agitation,start,8
21F23001E,2021-06-28 14:20:25.000,R504,Circulation,start,9
21F24001E,2021-06-28 16:41:28.000,R501,Adjustment Charging,start,10
21F24001E,2021-06-28 16:57:43.000,R501,Adjustment Charging,complete,11
21F21001E,2021-06-28 17:43:55.000,R602,Bottling,complete,9
21F24001E,2021-06-29 06:12:45.000,R501,Agitation,complete,12
21F23001E,2021-06-29 10:58:55.000,R504,Adjustment Charging,start,10
21F23001E,2021-06-29 11:15:34.000,R504,Adjustment Charging,complete,11
21F24001E,2021-06-30 06:15:06.000,R501,Bottling,start,13
21F24001E,2021-06-30 06:36:06.000,R501,Circulation,complete,14
21F24002E,2021-06-30 08:30:14.000,R602,Charging,start,0
21F24002E,2021-06-30 10:00:15.000,R602,Charging,complete,1
21F24002E,2021-06-30 10:05:14.000,R602,Agitation,start,2
21F22001E,2021-06-30 11:01:54.000,R601,Agitation,complete,10
21F24002E,2021-06-30 11:30:00.000,R602,Circulation,start,3
21F24001E,2021-06-30 15:05:06.000,R501,Bottling,complete,15
21F23001E,2021-06-30 15:14:37.000,R504,Agitation,complete,12
21F24001E,2021-06-30 15:22:38.000,R501,Line Loss Collection,start,16
21F24001E,2021-06-30 16:03:52.000,R501,Line Loss Collection,complete,17
21F24001E,2021-06-30 16:19:14.000,R501,Postwash,start,18
21F22001E,2021-07-01 06:10:15.000,R601,Bottling,start,11
21F23001E,2021-07-01 06:20:33.000,R504,Bottling,start,13
21F22001E,2021-07-01 06:42:28.000,R601,Circulation,complete,12
21F24001E,2021-07-01 07:08:13.945,R501,Pump stop,complete,19
21F24001E,2021-07-01 07:27:52.036,R501,Pump adjustment,complete,20
21F24001E,2021-07-01 07:28:02.737,R501,Pump adjustment,complete,21
21F24001E,2021-07-01 07:36:48.505,R501,Pump stop,complete,22
21F24001E,2021-07-01 08:36:49.000,R501,Postwash,complete,23
21F24002E,2021-07-01 09:17:29.747,R602,Pump stop,complete,4
21F24002E,2021-07-01 09:25:09.000,R602,Adjustment Charging,start,5
21F24002E,2021-07-01 09:37:09.526,R602,Agitator start,complete,6
21F24002E,2021-07-01 09:40:39.000,R602,Adjustment Charging,complete,7
21F24002E,2021-07-01 10:09:23.635,R602,Pump adjustment,complete,8
21F24002E,2021-07-01 10:09:30.571,R602,Pump start,complete,9
21F24002E,2021-07-01 10:10:17.350,R602,Pump adjustment,complete,10
21F24002E,2021-07-01 10:11:16.712,R602,Pump adjustment,complete,11
21F24002E,2021-07-01 10:15:37.259,R602,Pump adjustment,complete,12
21F24002E,2021-07-01 10:15:43.992,R602,Pump adjustment,complete,13
21F24002E,2021-07-01 10:19:27.496,R602,Pump adjustment,complete,14
21F24002E,2021-07-01 10:20:09.122,R602,Pump adjustment,complete,15
21F24002E,2021-07-01 10:20:50.974,R602,Pump adjustment,complete,16
21F22001E,2021-07-01 10:43:52.106,R601,Pump stop,complete,13
21F22001E,2021-07-01 10:53:00.510,R601,Pump adjustment,complete,14
21F22001E,2021-07-01 11:12:18.000,R601,Bottling,complete,15
21F22001E,2021-07-01 11:12:50.000,R601,Line Loss Collection,start,16
21F22001E,2021-07-01 11:25:07.225,R601,Pump stop,complete,17
21F22001E,2021-07-01 11:50:57.000,R601,Line Loss Collection,complete,18
21F22001E,2021-07-01 13:29:18.000,R601,Postwash,start,19
21F23001E,2021-07-01 13:36:17.000,R504,Bottling,complete,14
21F22001E,2021-07-01 13:44:51.478,R601,Pump adjustment,complete,20
21F22001E,2021-07-01 13:45:01.073,R601,Pump start,complete,21
21F24002E,2021-07-01 13:53:14.037,R602,Agitator stop,complete,17
21F24002E,2021-07-01 13:53:26.000,R602,Agitation,complete,18
21F22001E,2021-07-01 13:53:54.050,R601,Pump stop,complete,22
21F22001E,2021-07-01 13:54:02.937,R601,Pump adjustment,complete,23
21F22001E,2021-07-01 13:54:25.041,R601,Pump start,complete,24
21F22001E,2021-07-01 13:56:00.661,R601,Pump adjustment,complete,25
21F22001E,2021-07-01 13:56:20.003,R601,Pump adjustment,complete,26
21F23001E,2021-07-01 14:34:31.000,R504,Postwash,start,15
21F22001E,2021-07-01 15:51:47.279,R601,Pump stop,complete,27
21F22001E,2021-07-01 16:04:14.559,R601,Pump adjustment,complete,28
21F22001E,2021-07-01 16:17:32.072,R601,Pump stop,complete,29
21F22001E,2021-07-01 16:39:58.644,R601,Pump adjustment,complete,30
21F22001E,2021-07-01 16:49:37.395,R601,Pump stop,complete,31
21F22001E,2021-07-01 16:49:41.844,R601,Pump adjustment,complete,32
21F22001E,2021-07-01 16:49:50.648,R601,Pump start,complete,33
21F22001E,2021-07-01 16:51:56.861,R601,Pump adjustment,complete,34
21F22001E,2021-07-01 16:52:04.643,R601,Pump adjustment,complete,35
21F22001E,2021-07-01 16:52:15.963,R601,Pump adjustment,complete,36
21F22001E,2021-07-01 18:32:16.319,R601,Pump stop,complete,37
21F22001E,2021-07-01 18:32:57.374,R601,Pump adjustment,complete,38
21F22001E,2021-07-01 18:55:14.828,R601,Pump stop,complete,39
21F23001E,2021-07-01 19:31:04.000,R504,Postwash,complete,16
21F24002E,2021-07-02 05:47:26.000,R602,Bottling,start,19
21F24002E,2021-07-02 06:11:45.000,R602,Circulation,complete,20
21F22001E,2021-07-02 06:39:53.699,R601,Pump adjustment,complete,40
21F22001E,2021-07-02 06:52:19.786,R601,Pump stop,complete,41
21F22001E,2021-07-02 06:52:28.137,R601,Pump adjustment,complete,42
21F22001E,2021-07-02 06:52:34.538,R601,Pump start,complete,43
21F22001E,2021-07-02 06:53:57.947,R601,Pump adjustment,complete,44
21F22001E,2021-07-02 06:54:39.213,R601,Pump adjustment,complete,45
21F22001E,2021-07-02 08:23:19.711,R601,Pump stop,complete,46
21F22001E,2021-07-02 08:46:22.321,R601,Pump adjustment,complete,47
21F22001E,2021-07-02 08:58:50.000,R601,Postwash,complete,48
21G02001E,2021-07-02 11:33:05.000,R501,Filters,start,0
21G02001E,2021-07-02 12:15:48.000,R501,Filters,complete,1
21G02001E,2021-07-02 12:26:12.000,R501,1Pass_Prewet,start,2
21G02001E,2021-07-02 14:30:00.000,R501,1Pass_Prewet,complete,3
21G02001E,2021-07-02 14:41:48.000,R501,Circulation Prewet,start,4
21F24002E,2021-07-02 18:06:57.000,R602,Bottling,complete,21
21G02001E,2021-07-02 18:18:19.486,R501,Pump adjustment,complete,5
21G02001E,2021-07-02 18:24:55.094,R501,Pump stop,complete,6
21G02001E,2021-07-02 18:26:48.449,R501,Pump adjustment,complete,7
21G02001E,2021-07-02 18:26:55.986,R501,Pump start,complete,8
21G02001E,2021-07-02 18:27:24.840,R501,Pump adjustment,complete,9
21G02001E,2021-07-02 18:27:28.220,R501,Pump adjustment,complete,10
21G02001E,2021-07-02 18:27:31.150,R501,Pump adjustment,complete,11
21G02001E,2021-07-02 18:28:02.475,R501,Pump adjustment,complete,12
21G02001E,2021-07-02 18:30:23.076,R501,Pump adjustment,complete,13
21G02001E,2021-07-02 18:31:43.881,R501,Pump adjustment,complete,14
21G02001E,2021-07-02 18:32:08.491,R501,Pump adjustment,complete,15
21G02001E,2021-07-02 18:32:30.038,R501,Pump adjustment,complete,16
21G02001E,2021-07-02 18:32:42.581,R501,Pump stop,complete,17
21G02001E,2021-07-02 18:34:21.656,R501,Pump adjustment,complete,18
21G02001E,2021-07-02 18:34:36.450,R501,Pump start,complete,19
21G02001E,2021-07-02 18:35:02.674,R501,Pump adjustment,complete,20
21G02001E,2021-07-02 18:35:06.106,R501,Pump adjustment,complete,21
21G02001E,2021-07-02 18:35:08.755,R501,Pump adjustment,complete,22
21G02001E,2021-07-02 18:35:12.660,R501,Pump adjustment,complete,23
21G02001E,2021-07-02 18:35:17.358,R501,Pump adjustment,complete,24
21G02001E,2021-07-02 18:35:28.207,R501,Pump adjustment,complete,25
21G02001E,2021-07-02 18:39:37.198,R501,Pump adjustment,complete,26
21G02001E,2021-07-02 19:10:36.869,R501,Pump adjustment,complete,27
21G02001E,2021-07-02 19:33:08.344,R501,Pump adjustment,complete,28
21F29001E,2021-07-03 07:17:05.000,R504,Filters,start,0
21G02001E,2021-07-03 07:19:39.740,R501,Pump stop,complete,29
21G02001E,2021-07-03 07:38:10.071,R501,Pump adjustment,complete,30
21G02001E,2021-07-03 07:40:38.000,R501,Circulation Prewet,complete,31
21G02001E,2021-07-03 07:50:32.289,R501,Pump stop,complete,32
21F29001E,2021-07-03 08:29:29.000,R504,1Pass_Prewet,start,1
21F29001E,2021-07-03 08:47:19.000,R504,Filters,complete,2
21F29001E,2021-07-03 10:37:56.000,R504,1Pass_Prewet,complete,3
21F29001E,2021-07-03 10:46:28.000,R504,Circulation Prewet,start,4
21G01001E,2021-07-03 11:12:57.000,R601,Filters,start,0
21G01001E,2021-07-03 11:23:31.000,R601,1Pass_Prewet,start,1
21G01001E,2021-07-03 11:41:56.000,R601,Filters,complete,2
21G01001E,2021-07-03 12:27:39.000,R601,1Pass_Prewet,complete,3
21G01001E,2021-07-03 12:30:36.000,R601,Circulation Prewet,start,4
21G01001E,2021-07-03 12:38:08.810,R601,Pump adjustment,complete,5
21G01001E,2021-07-03 12:44:57.006,R601,Pump stop,complete,6
21G01001E,2021-07-03 12:45:02.404,R601,Pump adjustment,complete,7
21G01001E,2021-07-03 12:45:06.005,R601,Pump start,complete,8
21G01001E,2021-07-03 12:46:24.178,R601,Pump adjustment,complete,9
21G01001E,2021-07-03 12:46:47.661,R601,Pump adjustment,complete,10
21G01001E,2021-07-03 12:47:42.834,R601,Pump adjustment,complete,11
21G01001E,2021-07-03 12:47:59.296,R601,Pump adjustment,complete,12
21F29001E,2021-07-03 13:15:48.000,R504,Circulation Prewet,complete,5
21G01001E,2021-07-03 15:07:59.195,R601,Pump stop,complete,13
21G01001E,2021-07-03 15:33:41.494,R601,Pump adjustment,complete,14
21G01001E,2021-07-03 15:39:56.940,R601,Pump stop,complete,15
21G01001E,2021-07-03 15:42:51.000,R601,Circulation Prewet,complete,16
21F30001E,2021-07-04 07:21:02.000,R602,Charging,start,0
21F30001E,2021-07-04 07:24:43.167,R602,Pump stop,complete,1
21F30001E,2021-07-04 12:08:29.000,R602,Charging,complete,2
21F30001E,2021-07-04 12:08:55.491,R602,Agitator start,complete,3
21F30001E,2021-07-04 12:12:40.000,R602,Agitation,start,4
21F30001E,2021-07-04 13:17:47.708,R602,Pump adjustment,complete,5
21F30001E,2021-07-04 13:24:31.145,R602,Pump adjustment,complete,6
21F30001E,2021-07-04 13:24:41.693,R602,Pump start,complete,7
21F30001E,2021-07-04 13:25:52.715,R602,Pump adjustment,complete,8
21F30001E,2021-07-04 13:26:05.912,R602,Pump adjustment,complete,9
21F30001E,2021-07-04 13:27:07.231,R602,Pump adjustment,complete,10
21F30001E,2021-07-04 13:28:19.577,R602,Pump adjustment,complete,11
21F30001E,2021-07-04 13:29:11.872,R602,Pump adjustment,complete,12
21F30001E,2021-07-04 13:32:25.000,R602,Circulation,start,13
21F30001E,2021-07-04 13:35:10.103,R602,Pump adjustment,complete,14
21F30001E,2021-07-04 14:10:02.401,R602,Pump adjustment,complete,15
21F30001E,2021-07-04 14:10:49.607,R602,Pump adjustment,complete,16
21F30001E,2021-07-04 16:33:05.164,R602,Pump adjustment,complete,17
21F30001E,2021-07-04 16:56:46.111,R602,Agitator stop,complete,18
21F30001E,2021-07-04 21:09:23.836,R602,Pump stop,complete,19
21G01001E,2021-07-05 08:13:52.000,R601,Charging,start,17
21G01001E,2021-07-05 09:43:34.000,R601,Charging,complete,18
21G01001E,2021-07-05 09:47:13.916,R601,Agitator start,complete,19
21G01001E,2021-07-05 09:47:16.000,R601,Agitation,start,20
21G02001E,2021-07-05 10:33:49.000,R501,Charging,start,33
21G01001E,2021-07-05 10:55:29.641,R601,Pump adjustment,complete,21
21G01001E,2021-07-05 11:07:42.845,R601,Pump stop,complete,22
21G01001E,2021-07-05 11:12:01.347,R601,Pump adjustment,complete,23
21G01001E,2021-07-05 11:12:04.256,R601,Pump start,complete,24
21G01001E,2021-07-05 11:14:19.834,R601,Pump stop,complete,25
21G01001E,2021-07-05 11:15:37.992,R601,Pump adjustment,complete,26
21G01001E,2021-07-05 11:15:41.581,R601,Pump start,complete,27
21G01001E,2021-07-05 11:16:10.835,R601,Pump adjustment,complete,28
21G01001E,2021-07-05 11:17:08.000,R601,Circulation,start,29
21G01001E,2021-07-05 11:25:39.351,R601,Pump adjustment,complete,30
21G02001E,2021-07-05 11:57:06.000,R501,Charging,complete,34
21G02001E,2021-07-05 12:00:49.349,R501,Agitator start,complete,35
21G02001E,2021-07-05 12:01:11.000,R501,Agitation,start,36
21F30001E,2021-07-05 12:29:02.000,R602,Adjustment Charging,start,20
21F30001E,2021-07-05 12:36:20.461,R602,Agitator start,complete,21
21F30001E,2021-07-05 12:38:33.000,R602,Adjustment Charging,complete,22
21F29001E,2021-07-05 12:41:24.000,R504,Charging,start,6
21G02001E,2021-07-05 13:01:44.155,R501,Pump adjustment,complete,37
21G02001E,2021-07-05 13:10:25.565,R501,Pump stop,complete,38
21G02001E,2021-07-05 13:12:13.957,R501,Pump adjustment,complete,39
21G02001E,2021-07-05 13:12:17.278,R501,Pump start,complete,40
21G02001E,2021-07-05 13:12:52.980,R501,Pump adjustment,complete,41
21G02001E,2021-07-05 13:15:02.659,R501,Pump stop,complete,42
21G02001E,2021-07-05 13:16:31.063,R501,Pump adjustment,complete,43
21G02001E,2021-07-05 13:16:34.256,R501,Pump start,complete,44
21G02001E,2021-07-05 13:16:54.310,R501,Pump adjustment,complete,45
21G02001E,2021-07-05 13:17:01.811,R501,Pump adjustment,complete,46
21G02001E,2021-07-05 13:17:10.524,R501,Pump adjustment,complete,47
21G02001E,2021-07-05 13:17:27.996,R501,Pump adjustment,complete,48
21G02001E,2021-07-05 13:18:44.000,R501,Circulation,start,49
21G02001E,2021-07-05 13:20:38.383,R501,Pump adjustment,complete,50
21F30001E,2021-07-05 13:37:06.755,R602,Pump adjustment,complete,23
21F30001E,2021-07-05 13:37:09.851,R602,Pump start,complete,24
21G02001E,2021-07-05 13:38:03.573,R501,Pump adjustment,complete,51
21G02001E,2021-07-05 13:38:11.722,R501,Pump adjustment,complete,52
21G02001E,2021-07-05 13:52:49.710,R501,Pump adjustment,complete,53
21G01001E,2021-07-05 13:53:04.874,R601,Pump adjustment,complete,31
21G02001E,2021-07-05 13:53:42.872,R501,Pump adjustment,complete,54
21F29001E,2021-07-05 14:00:11.000,R504,Charging,complete,7
21F29001E,2021-07-05 14:04:22.000,R504,Agitation,start,8
21F29001E,2021-07-05 15:30:31.000,R504,Circulation,start,9
21G02001E,2021-07-05 16:53:21.904,R501,Agitator stop,complete,55
21F30001E,2021-07-05 17:04:54.049,R602,Agitator stop,complete,25
21F30001E,2021-07-05 17:05:16.000,R602,Agitation,complete,26
21G02001E,2021-07-05 20:34:07.584,R501,Pump stop,complete,56
21F30001E,2021-07-05 20:36:31.685,R602,Pump stop,complete,27
21F29001E,2021-07-06 09:05:23.000,R504,Adjustment Charging,start,10
21F29001E,2021-07-06 09:27:45.000,R504,Adjustment Charging,complete,11
21G01001E,2021-07-06 09:33:12.000,R601,Adjustment Charging,start,32
21G01001E,2021-07-06 09:48:21.000,R601,Adjustment Charging,complete,33
21F30001E,2021-07-06 11:18:15.098,R602,Pump adjustment,complete,28
21F30001E,2021-07-06 11:18:19.809,R602,Pump start,complete,29
21F30001E,2021-07-06 11:19:10.655,R602,Pump adjustment,complete,30
